,userid,age,gender,skinTone,skinType,skinConcern1,skinConcern2,skinConcern3
102,ff7604e3-a137-4773-b5e6-664709de21aa,0,#,#,#,#,#,#
103,ff75f070-5e03-4ef2-a842-89a4e5a2229d,0,#,#,#,#,#,#
104,ff74e992-30e4-4cc0-bdb5-e4e367c7c858,0,#,#,#,#,#,#
105,ff747deb-6216-4c72-aefc-7793c483c15b,25,FEMALE,DARK,DRY,WHITENING,DRY,#
106,ff735979-ab96-4855-bf53-9cfaf49584d4,36,MALE,MIDDLE,NORMAL,BLACKHEAD,WHITENING,WRINKLE
107,ff6f27ae-8647-4b74-8c0c-49bdb998466d,0,#,#,#,#,#,#
108,ff6e9e3e-3493-4912-8961-f03c4be3014c,0,#,#,#,#,#,#
109,ff6d8870-f1b1-46ad-bb00-c902938743df,0,#,#,#,#,#,#
110,ff6bc7ba-e7f1-498a-a5b1-be2655037999,30,MALE,BRIGHT,DRY,DRY,#,#
111,ff69d823-dea0-404d-9301-c9f8092bd2a2,46,MALE,BRIGHT,DRY,BLACKHEAD,WRINKLE,DRY
112,ff68c55f-a63f-40f8-a57d-1ffe93665777,0,#,#,#,#,#,#
113,ff687c9e-67df-466d-8881-ff73c151ae66,35,MALE,DARK,OILY,BLACKHEAD,WHITENING,WRINKLE
114,ff685b71-fe48-4614-899e-9bcc1ec33929,20,FEMALE,BRIGHT,DRY,ACNE,SENSITIVE,DRY
115,ff682740-f018-4983-93a9-0d5c7688f94b,0,#,#,#,#,#,#
116,ff675142-85f5-418b-aba9-a12d0842d7d2,30,MALE,MIDDLE,COMBINATION,WHITENING,BLACKHEAD,ACNE
117,ff66b91a-8de5-4858-82db-acd171f6e4d6,0,#,#,#,#,#,#
118,ff62d9a9-dfe7-45b6-b2d5-3ca1ee40a899,37,MALE,MIDDLE,DRY,DRY,#,#
119,ff6265cc-211e-4c41-9b82-48b80ea71f96,0,#,#,#,#,#,#
120,ff613cec-5661-4c89-a91b-ad4388f49d4e,0,#,#,#,#,#,#
121,ff60d85a-78ed-4867-baf4-8019eeb3576d,0,#,#,#,#,#,#
122,ff601591-e7d9-4568-b83a-efc3d49a05ed,22,FEMALE,MIDDLE,COMBINATION,ACNE,DRY,BLACKHEAD
123,ff5c8182-6534-4044-9e41-f15179af7d48,43,MALE,DARK,OILY,WHITENING,BLACKHEAD,WRINKLE
124,ff5a96a4-a05a-4132-8631-9e40318afa2c,30,FEMALE,MIDDLE,DRY,WRINKLE,BLACKHEAD,DRY
125,ff5a76e0-d1e0-487a-b006-4dd9ca9cf012,0,#,#,#,#,#,#
126,ff596c85-8716-4aa4-837c-71760e2b9092,22,FEMALE,BRIGHT,COMBINATION,ACNE,SENSITIVE,DRY
127,ff592ab7-0617-48b0-b695-181adc21edd1,37,MALE,DARK,COMBINATION,BLACKHEAD,WHITENING,WRINKLE
128,ff587918-bd5b-458f-8b6f-6b9126782ac0,0,#,#,#,#,#,#
129,ff55a2fe-029d-4071-9f4e-27bcc4f0000f,0,#,#,#,#,#,#
130,ff5482b2-714e-41ec-ae44-2e7c06bd16dd,50,FEMALE,DARK,OILY,BLACKHEAD,DRY,ACNE
131,ff529160-3126-4374-843c-6714634000ac,0,#,#,#,#,#,#
132,ff525a64-2eca-482c-9a61-db2dcb81730d,55,MALE,#,#,#,#,#
133,ff5138ba-1c92-4764-b095-93e69d23a6ef,0,#,#,#,#,#,#
134,ff4ff376-ce43-4bb2-a4a5-6d77ba2c060f,29,FEMALE,DARK,COMBINATION,WHITENING,ACNE,DRY
135,ff4ebd1a-8a40-4100-8c99-1aecc2544b94,20,FEMALE,MIDDLE,COMBINATION,WRINKLE,ACNE,BLACKHEAD
136,ff4cea2b-cfdc-42bd-a3a7-7f4078c782d7,30,FEMALE,MIDDLE,OILY,SENSITIVE,BLACKHEAD,ACNE
137,ff4bace1-bb1c-4150-a20d-170b4d83661f,0,#,BRIGHT,NORMAL,SENSITIVE,BLACKHEAD,ACNE
138,ff49c3b9-c7ec-4434-8dfc-21f5de29c5b0,0,#,#,#,#,#,#
139,ff48acfc-7266-43ac-a96a-7cee6afd2049,0,#,#,#,#,#,#
140,ff46a01c-1c24-4798-a863-917a436bebac,18,FEMALE,DARK,DRY,BLACKHEAD,ACNE,DRY
141,ff429e8f-8f21-4941-953d-12b44fc2ccba,28,MALE,DARK,NORMAL,WRINKLE,BLACKHEAD,SENSITIVE
142,ff4208ff-e7fd-4752-b059-f3831724f433,0,#,#,#,#,#,#
143,ff41fce8-7955-4139-9ddc-f48254562bc8,0,#,#,#,#,#,#
144,ff411c3d-95cf-4975-9ec6-03573cd6247a,0,#,#,#,#,#,#
145,ff410c95-340d-46bb-8026-2eaf643e3ef1,25,FEMALE,BRIGHT,DRY,ACNE,DRY,#
146,ff40c7dd-9510-434d-a095-4f4b1a8ede1a,0,#,#,#,#,#,#
147,ff40bbfe-8137-42f3-b103-644b610e442a,0,#,#,#,#,#,#
148,ff3fffba-0ddf-4886-a668-c9cc04a25948,23,FEMALE,MIDDLE,DRY,ACNE,BLACKHEAD,DRY
149,ff3f286b-3332-478e-bdcc-7407b76f2f7c,0,#,#,#,#,#,#
150,ff3e6c06-d8d9-4ebc-90c8-eae478ad31d9,0,#,#,#,#,#,#
151,ff3d0c50-0b32-4355-8e3a-12e6b5edaadb,0,#,#,#,#,#,#
152,ff3b709e-5446-468f-a04d-af89bdf48ab9,0,#,#,#,#,#,#
153,ff3aeb60-d372-40d7-8815-3d9dfb7aad6a,0,#,#,#,#,#,#
154,ff39d637-d890-4f58-9de4-d0b0430efd9e,19,FEMALE,MIDDLE,OILY,SENSITIVE,#,#
155,ff39b39e-f777-4d5e-aef3-74bf4943c95d,0,#,#,#,#,#,#
156,ff3988c9-eb04-436b-a5a1-40c8ef16d53c,22,FEMALE,MIDDLE,COMBINATION,DRY,WHITENING,WRINKLE
157,ff38d399-bd9e-4762-a7ac-59f389792114,32,MALE,DARK,COMBINATION,ACNE,WHITENING,#
158,ff3817f5-50c8-4de7-93ca-a143f7d5b3d9,0,#,#,#,#,#,#
159,ff378c8b-5a22-4279-9bcf-ec1eb05ac904,15,FEMALE,MIDDLE,NORMAL,BLACKHEAD,ACNE,#
160,ff351e96-3ea7-424c-ab5d-71fd44553df9,19,FEMALE,MIDDLE,COMBINATION,DRY,SENSITIVE,ACNE
161,ff34b47c-0328-4122-b085-b52c5f9c55c4,0,#,#,#,#,#,#
162,ff325f57-5575-45fb-b6f2-6761027cf205,0,#,#,#,#,#,#
163,ff2fb0ec-3137-4aaa-83b4-1d220112f513,20,FEMALE,MIDDLE,COMBINATION,ACNE,SENSITIVE,DRY
164,ff2f8eb9-cd89-46fe-9e02-8f43b06e943e,33,MALE,DARK,OILY,ACNE,WHITENING,BLACKHEAD
165,ff2f6b37-e253-4094-bbdc-07f1885772ae,0,#,#,#,#,#,#
166,ff2be638-4c76-4ddc-8039-ce7030a68e8c,0,#,#,#,#,#,#
167,ff2b3256-9de6-47cd-93b9-119b1e264c93,16,FEMALE,MIDDLE,COMBINATION,SENSITIVE,BLACKHEAD,ACNE
168,ff2798a3-fc9d-408f-b005-69e55eaf1aec,33,MALE,MIDDLE,DRY,SENSITIVE,#,#
169,ff268df2-74ae-424e-ae20-b8f6f4334fc6,0,#,#,#,#,#,#
170,ff2645d3-45f5-4c7d-9041-8c53770c8e36,16,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,#,#
171,ff210cc8-4341-4848-8e80-8e056f6312d4,16,FEMALE,MIDDLE,DRY,WHITENING,BLACKHEAD,DRY
172,ff203c20-460e-428e-a5f5-a191905ec558,0,#,#,#,#,#,#
173,ff1dce59-6695-4889-881b-5f724cc16781,21,FEMALE,MIDDLE,DRY,SENSITIVE,DRY,BLACKHEAD
174,ff1af6d6-5e4c-45bd-a040-129b488965e9,18,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,ACNE,SENSITIVE
175,ff192dea-8cc8-4bfa-a6c3-e5d2605e3733,0,#,#,#,#,#,#
176,ff14a258-1bfa-4e56-bf28-db5659c73f96,0,#,#,#,#,#,#
177,ff137749-d855-404a-aa02-75c73ab33eae,0,#,#,#,#,#,#
178,ff12cbbf-142b-47e2-93a9-43a0011113eb,15,FEMALE,MIDDLE,OILY,BLACKHEAD,WHITENING,ACNE
179,ff11f648-ff0c-45f3-9033-c25ec4bf6134,0,#,#,#,#,#,#
180,ff0f4dc1-fe49-47c5-afdf-091ee4d750c9,0,#,#,#,#,#,#
181,ff0c84ce-70d7-4f88-9ca4-dc982c9be863,22,FEMALE,MIDDLE,OILY,ACNE,#,#
182,ff0ad47f-7c33-4cfa-8489-7543ab17f126,17,FEMALE,MIDDLE,COMBINATION,SENSITIVE,DRY,BLACKHEAD
183,ff08912b-4da3-4d03-9fe3-276a4c4388f0,0,#,#,#,#,#,#
184,ff080d29-2027-4062-82af-d26d5a6f5b8b,0,#,#,#,#,#,#
185,ff074bee-6e76-46cf-acab-fd30a76eca21,0,#,#,#,#,#,#
186,ff05c92c-45ff-458e-a373-8bd6e8aa6bdb,0,#,#,#,#,#,#
187,ff034f55-623b-4d87-ac93-e424168ec341,0,#,#,#,#,#,#
188,ff02dacb-0338-4f09-9e15-3e37391dbcb0,16,FEMALE,DARK,COMBINATION,ACNE,DRY,WHITENING
189,ff01b51b-1655-4575-b28b-b4b72c36d26b,0,#,#,#,#,#,#
190,feff0e93-0601-46e8-ac30-06bd4ec8465e,0,#,#,#,#,#,#
191,fefe4f7b-5341-47e7-9b13-7c56166f9c82,0,#,#,#,#,#,#
192,fefcb5a9-99fe-4967-85b0-bd79d7f98e7d,31,MALE,BRIGHT,NORMAL,DRY,#,#
193,fefbc13f-f4b7-426a-b51e-8f64a3e0bdcf,0,#,#,#,#,#,#
194,fefa9e15-b737-4517-aa53-e318b3a5a6e7,17,FEMALE,MIDDLE,COMBINATION,WHITENING,ACNE,BLACKHEAD
195,fef9004a-764e-4017-994d-3c30aeac0d5f,0,#,#,#,#,#,#
196,fef6d75a-8cee-4f30-a8d5-2298a4ea85b8,0,#,#,#,#,#,#
197,fef4d206-7084-41ac-be55-ed6f1b4e9d51,0,#,#,#,#,#,#
198,fef48a5d-4a1a-4883-a1a1-a8d970df46a8,0,#,#,#,#,#,#
199,fef31fdb-7c31-4f97-8d28-539baa1e21d3,0,#,#,#,#,#,#
200,fef11f6a-e454-4eae-9206-e4fd27c2283f,0,#,#,#,#,#,#
201,feefd0f2-da25-4edd-a992-bdd1fabc077d,0,#,#,#,#,#,#
202,feee70bf-b3bb-4b1f-ac07-b11735671034,0,#,#,#,#,#,#
203,feee6896-a38a-4de5-a85c-063319955e35,16,FEMALE,MIDDLE,DRY,WHITENING,ACNE,DRY
204,feed553f-cbf9-4c75-abb7-e211d8786750,37,FEMALE,BRIGHT,COMBINATION,WRINKLE,SENSITIVE,#
205,feeb4ced-410b-4abe-b2ec-b72f1a5fb5b8,32,FEMALE,DARK,DRY,BLACKHEAD,ACNE,DRY
206,feeb12cc-5a89-4357-b898-2fac9b226826,0,#,#,#,#,#,#
207,fee8e457-4177-40fb-abfb-31c7eb33212e,20,FEMALE,MIDDLE,DRY,WHITENING,ACNE,SENSITIVE
208,fee8afa5-596f-400e-bf44-79f79005b1fe,28,FEMALE,MIDDLE,COMBINATION,DRY,SENSITIVE,BLACKHEAD
209,fee655dc-4307-4f95-9e6d-0ab67f9766ba,0,#,#,#,#,#,#
210,fee486e9-abd1-40e0-9fea-e70add6f2797,18,FEMALE,MIDDLE,COMBINATION,WHITENING,BLACKHEAD,ACNE
211,fee42a96-a32d-4653-b777-0d32705d7e71,13,FEMALE,#,#,#,#,#
212,fee41dfe-4f26-4d76-892b-cab7bfed4c85,0,#,#,#,#,#,#
213,fee3e955-dba1-4f43-85e2-51a0a5d63191,13,FEMALE,MIDDLE,COMBINATION,WRINKLE,ACNE,BLACKHEAD
214,fee05b86-e107-43fb-883f-207e63ce45e4,15,FEMALE,MIDDLE,COMBINATION,SENSITIVE,BLACKHEAD,ACNE
215,fee015f7-d924-4e80-b8a9-00879546671b,30,FEMALE,MIDDLE,COMBINATION,WHITENING,BLACKHEAD,#
216,fedf8d4f-85fb-4475-91c4-f3eb78a22e2c,23,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,#,#
217,fedf2387-209a-420c-bad3-54eec30b1663,15,FEMALE,MIDDLE,OILY,BLACKHEAD,ACNE,WHITENING
218,fede52d7-8678-4766-ae5a-7668eb10689e,0,#,#,#,#,#,#
219,fede27de-dd70-418d-b65d-d42234f6ff19,0,#,#,#,#,#,#
220,fedd46cb-db82-4366-b51d-ac31e768d0d5,51,FEMALE,MIDDLE,COMBINATION,WHITENING,#,#
221,fedd2287-4acc-4b85-a606-81ea9de557d4,34,FEMALE,BRIGHT,DRY,SENSITIVE,WHITENING,DRY
222,fedc9da4-73ab-4e26-88a3-bac80e8af34d,0,#,#,#,#,#,#
223,fedb7919-1f22-4c4d-84b2-9b7e6094026d,0,#,#,#,#,#,#
224,fedb40b1-0f68-49ee-9550-ee9476879fad,0,#,#,#,#,#,#
225,fed9c72f-f0b0-4c18-bbbd-da79b1142f44,0,#,#,#,#,#,#
226,fed8fdc1-024a-4114-be73-024976b6f58f,19,FEMALE,BRIGHT,NORMAL,ACNE,BLACKHEAD,WHITENING
227,fed87299-ed8a-4764-ba33-2140ee7be932,0,#,#,#,#,#,#
228,fed805af-186a-49eb-9fbc-a359467d6562,0,#,#,#,#,#,#
229,fed75cfd-194c-4cc4-876d-48c26d5378c9,38,FEMALE,MIDDLE,COMBINATION,WHITENING,WRINKLE,DRY
230,fed732ef-b9d3-4ef4-baf3-499500c9e918,0,#,#,#,#,#,#
231,fed6feca-1e50-4a72-beb0-afa5db844326,30,FEMALE,MIDDLE,OILY,BLACKHEAD,ACNE,SENSITIVE
232,fed6e91f-b21b-4a6a-b5ed-e008398e0738,0,#,#,#,#,#,#
233,fed32645-47a9-4228-aafa-bbdc098c4c26,0,#,#,#,#,#,#
234,fed09a18-1c07-430f-86c3-d23fe7bea573,0,#,#,#,#,#,#
235,fecf8c20-6b31-4120-9e8f-4f9ddd9ea87c,30,FEMALE,MIDDLE,DRY,SENSITIVE,DRY,#
236,fecf534a-2766-485a-8a3e-843617d36506,25,FEMALE,MIDDLE,DRY,SENSITIVE,BLACKHEAD,DRY
237,fecdc0b7-4808-43cd-994a-6c2e43a5a260,24,MALE,DARK,NORMAL,WRINKLE,BLACKHEAD,ACNE
238,fec9ea64-ee0a-4131-8619-050f475bb7c2,15,FEMALE,MIDDLE,DRY,DRY,BLACKHEAD,WHITENING
239,fec7d3e2-5691-4855-9ab7-eeb61981dd0d,0,#,#,#,#,#,#
240,fec63561-2540-4cb7-8fb9-168547445382,17,FEMALE,MIDDLE,DRY,BLACKHEAD,ACNE,DRY
241,fec3affa-7a79-4a26-867e-60c9fe8dbed6,0,#,#,#,#,#,#
242,febf2f0d-a8e8-4c69-a917-32d5b618e662,16,FEMALE,MIDDLE,NORMAL,ACNE,WHITENING,BLACKHEAD
243,febd428f-9157-468c-880e-31b5826e67db,0,#,#,#,#,#,#
244,feb0679a-0623-4d15-a527-ccd42f8f37df,0,#,#,#,#,#,#
245,feaca24c-4f7c-454c-88bb-0334f456003c,22,FEMALE,BRIGHT,COMBINATION,BLACKHEAD,ACNE,DRY
246,feac5c2a-c70f-4bea-b576-6b01390ce271,30,FEMALE,MIDDLE,DRY,WRINKLE,SENSITIVE,DRY
247,feab1d9e-3956-4539-b41b-636788f21ada,0,#,#,#,#,#,#
248,fea6fce5-d835-4997-8f3b-1bb7005176bd,0,#,#,#,#,#,#
249,fea620ab-7fa5-4584-aeaf-34bfa2b683eb,15,FEMALE,MIDDLE,COMBINATION,SENSITIVE,WHITENING,DRY
250,fea3577e-a0c9-44f0-8811-383b067dc16d,0,#,#,#,#,#,#
251,fea28e99-85dc-4722-ac45-14b920817eb3,32,MALE,BRIGHT,DRY,DRY,#,#
252,fea1d364-a38d-4cfc-9008-62cf1994dd84,30,FEMALE,MIDDLE,NORMAL,WHITENING,DRY,ACNE
253,fea101db-c65b-46a6-acfd-6ff18f29500a,30,FEMALE,MIDDLE,OILY,BLACKHEAD,DRY,ACNE
254,fea0ce04-3e06-4197-a1e1-f86773627e77,0,#,#,#,#,#,#
255,fe9cc508-ac67-44da-b18a-2e822cd30d6f,0,#,#,#,#,#,#
